match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,bowler,runs_off_bat,extras,wides,noballs,wicket_type,player_dismissed
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,1.2,Gujarat Titans,Royal Challengers Bengaluru,Shubman Gill,B Kumar,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,1.3,Gujarat Titans,Royal Challengers Bengaluru,Shubman Gill,B Kumar,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,1.4,Gujarat Titans,Royal Challengers Bengaluru,Shubman Gill,B Kumar,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,1.5,Gujarat Titans,Royal Challengers Bengaluru,Shubman Gill,B Kumar,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,1.6,Gujarat Titans,Royal Challengers Bengaluru,B Sai Sudharsan,B Kumar,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,2.1,Gujarat Titans,Royal Challengers Bengaluru,Shubman Gill,JR Hazlewood,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,2.2,Gujarat Titans,Royal Challengers Bengaluru,Shubman Gill,JR Hazlewood,0,0,,,caught,Shubman Gill
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,2.3,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,JR Hazlewood,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,2.4,Gujarat Titans,Royal Challengers Bengaluru,B Sai Sudharsan,JR Hazlewood,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,2.5,Gujarat Titans,Royal Challengers Bengaluru,B Sai Sudharsan,JR Hazlewood,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,2.6,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,JR Hazlewood,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,3.1,Gujarat Titans,Royal Challengers Bengaluru,B Sai Sudharsan,B Kumar,2,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,3.2,Gujarat Titans,Royal Challengers Bengaluru,B Sai Sudharsan,B Kumar,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,3.3,Gujarat Titans,Royal Challengers Bengaluru,B Sai Sudharsan,B Kumar,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,3.4,Gujarat Titans,Royal Challengers Bengaluru,B Sai Sudharsan,B Kumar,0,0,,,caught,B Sai Sudharsan
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,3.5,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,B Kumar,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,3.6,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,B Kumar,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,4.1,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,JR Hazlewood,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,4.2,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,JR Hazlewood,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,4.3,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,JR Hazlewood,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,4.4,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,JR Hazlewood,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,4.5,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,JR Hazlewood,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,4.6,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,JR Hazlewood,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,5.1,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,Rasikh Salam,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,5.2,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,Rasikh Salam,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,5.3,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,Rasikh Salam,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,5.4,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,Rasikh Salam,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,5.5,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,Rasikh Salam,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,5.6,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,Rasikh Salam,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,6.1,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,6.2,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,6.3,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,6.4,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,6.5,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,6.6,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,KH Pandya,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,7.1,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,Rasikh Salam,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,7.2,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,Rasikh Salam,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,7.3,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,Rasikh Salam,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,7.4,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,Rasikh Salam,2,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,7.5,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,Rasikh Salam,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,7.6,Gujarat Titans,Royal Challengers Bengaluru,N Sindhu,Rasikh Salam,0,0,,,caught,N Sindhu
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,8.1,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,KH Pandya,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,8.2,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,8.3,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,8.4,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,8.5,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,KH Pandya,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,8.6,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,9.1,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JA Duffy,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,9.2,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JA Duffy,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,9.3,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,JA Duffy,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,9.4,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JA Duffy,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,9.5,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,JA Duffy,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,9.6,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JA Duffy,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,10.1,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,KH Pandya,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,10.2,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,KH Pandya,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,10.3,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,10.4,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,KH Pandya,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,10.5,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,10.6,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,KH Pandya,2,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,11.1,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JA Duffy,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,11.2,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,JA Duffy,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,11.3,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JA Duffy,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,11.4,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,JA Duffy,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,11.5,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JA Duffy,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,11.6,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,JA Duffy,0,1,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,12.1,Gujarat Titans,Royal Challengers Bengaluru,JC Buttler,KH Pandya,0,0,,,stumped,JC Buttler
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,12.2,Gujarat Titans,Royal Challengers Bengaluru,Arshad Khan,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,12.3,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,12.4,Gujarat Titans,Royal Challengers Bengaluru,Arshad Khan,KH Pandya,6,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,12.5,Gujarat Titans,Royal Challengers Bengaluru,Arshad Khan,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,12.6,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,KH Pandya,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,13.1,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JA Duffy,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,13.2,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JA Duffy,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,13.3,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JA Duffy,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,13.4,Gujarat Titans,Royal Challengers Bengaluru,Arshad Khan,JA Duffy,6,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,13.5,Gujarat Titans,Royal Challengers Bengaluru,Arshad Khan,JA Duffy,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,13.6,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JA Duffy,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,14.1,Gujarat Titans,Royal Challengers Bengaluru,Arshad Khan,JR Hazlewood,0,0,,,caught,Arshad Khan
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,14.2,Gujarat Titans,Royal Challengers Bengaluru,R Tewatia,JR Hazlewood,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,14.3,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JR Hazlewood,2,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,14.4,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JR Hazlewood,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,14.5,Gujarat Titans,Royal Challengers Bengaluru,R Tewatia,JR Hazlewood,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,14.6,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JR Hazlewood,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,15.1,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,B Kumar,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,15.2,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,B Kumar,2,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,15.3,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,B Kumar,2,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,15.4,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,B Kumar,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,15.5,Gujarat Titans,Royal Challengers Bengaluru,R Tewatia,B Kumar,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,15.6,Gujarat Titans,Royal Challengers Bengaluru,R Tewatia,B Kumar,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,16.1,Gujarat Titans,Royal Challengers Bengaluru,R Tewatia,Rasikh Salam,0,0,,,caught,R Tewatia
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,16.2,Gujarat Titans,Royal Challengers Bengaluru,JO Holder,Rasikh Salam,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,16.3,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,Rasikh Salam,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,16.4,Gujarat Titans,Royal Challengers Bengaluru,JO Holder,Rasikh Salam,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,16.5,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,Rasikh Salam,2,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,16.6,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,Rasikh Salam,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,17.1,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JR Hazlewood,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,17.2,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JR Hazlewood,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,17.3,Gujarat Titans,Royal Challengers Bengaluru,JO Holder,JR Hazlewood,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,17.4,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JR Hazlewood,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,17.5,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JR Hazlewood,0,1,1.0,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,17.6,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,JR Hazlewood,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,17.7,Gujarat Titans,Royal Challengers Bengaluru,JO Holder,JR Hazlewood,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,18.1,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,B Kumar,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,18.2,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,B Kumar,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,18.3,Gujarat Titans,Royal Challengers Bengaluru,JO Holder,B Kumar,0,0,,,caught,JO Holder
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,18.4,Gujarat Titans,Royal Challengers Bengaluru,Rashid Khan,B Kumar,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,18.5,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,B Kumar,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,18.6,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,B Kumar,2,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,19.1,Gujarat Titans,Royal Challengers Bengaluru,Rashid Khan,Rasikh Salam,6,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,19.2,Gujarat Titans,Royal Challengers Bengaluru,Rashid Khan,Rasikh Salam,0,0,,,caught,Rashid Khan
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,19.3,Gujarat Titans,Royal Challengers Bengaluru,K Rabada,Rasikh Salam,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,19.4,Gujarat Titans,Royal Challengers Bengaluru,K Rabada,Rasikh Salam,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,19.5,Gujarat Titans,Royal Challengers Bengaluru,Washington Sundar,Rasikh Salam,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",1,19.6,Gujarat Titans,Royal Challengers Bengaluru,K Rabada,Rasikh Salam,2,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,0.1,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,Mohammed Siraj,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,0.2,Royal Challengers Bengaluru,Gujarat Titans,V Kohli,Mohammed Siraj,0,1,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,0.3,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,Mohammed Siraj,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,0.4,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,Mohammed Siraj,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,0.5,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,Mohammed Siraj,2,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,0.6,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,Mohammed Siraj,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,1.1,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,K Rabada,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,1.2,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,K Rabada,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,1.3,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,K Rabada,6,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,1.4,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,K Rabada,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,1.5,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,K Rabada,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,1.6,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,K Rabada,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,2.1,Royal Challengers Bengaluru,Gujarat Titans,V Kohli,Mohammed Siraj,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,2.2,Royal Challengers Bengaluru,Gujarat Titans,V Kohli,Mohammed Siraj,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,2.3,Royal Challengers Bengaluru,Gujarat Titans,V Kohli,Mohammed Siraj,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,2.4,Royal Challengers Bengaluru,Gujarat Titans,V Kohli,Mohammed Siraj,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,2.5,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,Mohammed Siraj,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,2.6,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,Mohammed Siraj,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,3.1,Royal Challengers Bengaluru,Gujarat Titans,V Kohli,K Rabada,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,3.2,Royal Challengers Bengaluru,Gujarat Titans,V Kohli,K Rabada,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,3.3,Royal Challengers Bengaluru,Gujarat Titans,V Kohli,K Rabada,6,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,3.4,Royal Challengers Bengaluru,Gujarat Titans,V Kohli,K Rabada,4,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,3.5,Royal Challengers Bengaluru,Gujarat Titans,V Kohli,K Rabada,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,3.6,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,K Rabada,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,4.1,Royal Challengers Bengaluru,Gujarat Titans,V Kohli,Mohammed Siraj,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,4.2,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,Mohammed Siraj,6,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,4.3,Royal Challengers Bengaluru,Gujarat Titans,VR Iyer,Mohammed Siraj,0,0,,,caught,VR Iyer
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,4.4,Royal Challengers Bengaluru,Gujarat Titans,D Padikkal,Mohammed Siraj,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,4.5,Royal Challengers Bengaluru,Gujarat Titans,D Padikkal,Mohammed Siraj,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,4.6,Royal Challengers Bengaluru,Gujarat Titans,D Padikkal,Mohammed Siraj,1,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,5.1,Royal Challengers Bengaluru,Gujarat Titans,D Padikkal,K Rabada,0,0,,,caught,D Padikkal
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,5.2,Royal Challengers Bengaluru,Gujarat Titans,RM Patidar,K Rabada,0,0,,,,
1535465,2026,2026-05-31,"Narendra Modi Stadium, Ahmedabad",2,5.3,Royal Challengers Bengaluru,Gujarat Titans,RM Patidar,K Rabada,0,0,,,,
